composition,gap expt,composition_pmg,MagpieData mean Number,MagpieData mean MendeleevNumber,MagpieData mean MeltingT,MagpieData mean Column,MagpieData mean CovalentRadius,MagpieData mean Electronegativity,MagpieData mean NsValence,MagpieData mean NpValence,MagpieData mean NdValence,MagpieData mean NValence,MagpieData mean NpUnfilled,MagpieData mean NUnfilled,MagpieData mean GSvolume_pa,MagpieData mean GSbandgap,MagpieData mean SpaceGroupNumber
Cs3Sb2I9,1.89,Cs3 Sb2 I9,53.142857142857146,74.92857142857143,442.4271428571428,13.285714285714286,161.5,2.172142857142857,1.7857142857142858,3.642857142857143,7.857142857142857,13.285714285714286,1.0714285714285714,1.2857142857142858,56.96785714285714,0.6827142857142857,113.92857142857143
Cs3Sn3Cl7F2,2.96,Cs3 Sn3 Cl7 F2,30.133333333333333,73.26666666666667,248.54733333333334,13.2,131.8,2.555333333333333,1.8,3.4,2.0,7.2,1.4,1.6,42.5365,1.4260666666666668,105.86666666666666
Cs4Ag9(SbS3)4,2.0,Cs4 Ag9 Sb4 S12,35.827586206896555,69.0,710.2127586206897,12.241379310344827,141.27586206896552,2.0582758620689656,1.5517241379310345,2.0689655172413794,4.482758620689655,8.10344827586207,1.2413793103448276,1.6896551724137931,36.05905172413794,0.9111724137931034,153.27586206896552
Cs4BiAs3Se7,1.02,Cs4 Bi1 As3 Se7,42.666666666666664,65.4,565.2506666666667,11.733333333333333,154.73333333333332,1.9713333333333334,1.7333333333333334,2.6666666666666665,7.333333333333333,12.666666666666666,1.7333333333333334,2.0,49.59833333333333,0.3728666666666667,101.6
Cs4Ga4Si19,1.14,Cs4 Ga4 Si19,22.59259259259259,66.5925925925926,1276.7037037037037,11.925925925925926,132.33333333333334,1.7222222222222223,1.8518518518518519,1.5555555555555556,1.4814814814814814,4.888888888888889,3.5555555555555554,3.7037037037037037,34.327777777777776,0.543962962962963,203.14814814814815
Cs4Ge(PSe3)4,2.0,Cs4 Ge1 P4 Se12,34.285714285714285,71.38095238095238,457.85523809523806,12.857142857142858,141.14285714285714,2.1204761904761904,1.8095238095238095,2.9523809523809526,6.190476190476191,10.952380952380953,1.9047619047619047,2.0952380952380953,42.25647392289524,0.7843333333333333,62.714285714285715
Cs4Ge5(PbS4)4,1.95,Cs4 Ge5 Pb4 S16,33.241379310344826,74.03448275862068,547.5710344827586,13.310344827586206,132.41379310344828,2.200344827586207,1.8620689655172413,2.8275862068965516,3.103448275862069,9.724137931034482,2.3448275862068964,2.4827586206896552,38.038448275862066,1.2809310344827585,140.0344827586207
Cs4In8GeSe16,2.2,Cs4 In8 Ge1 Se16,40.96551724137931,73.20689655172414,474.4744827586207,13.03448275862069,143.17241379310346,2.076206896551724,1.8620689655172413,2.5517241379310347,8.620689655172415,13.03448275862069,2.6206896551724137,2.7586206896551726,37.75396551724138,0.45403448275862074,85.41379310344827
Cs4Zr3S14,2.35,Cs4 Zr3 S14,26.857142857142858,65.9047619047619,620.3523809523809,11.428571428571429,141.47619047619048,2.060476190476191,1.8095238095238095,2.6666666666666665,0.2857142857142857,4.761904761904762,1.3333333333333333,2.6666666666666665,42.555297619047614,1.468,118.0
Cs5Bi(PSe3)4,1.85,Cs5 Bi1 P4 Se12,37.54545454545455,68.68181818181819,420.43409090909086,12.363636363636363,147.0909090909091,2.0604545454545455,1.7727272727272727,2.8636363636363638,5.909090909090909,11.181818181818182,1.7727272727272727,2.0,46.0498160173091,0.7312727272727273,60.59090909090909
Cs5P5Se12,2.17,Cs5 P5 Se12,34.45454545454545,68.54545454545455,410.11136363636365,12.363636363636363,145.22727272727272,2.0681818181818183,1.7727272727272727,2.8636363636363638,5.454545454545454,10.090909090909092,1.7727272727272727,2.0,45.578008658,0.8051363636363637,60.13636363636363
Cs6.4Na1.6Ga8Ge38,0.22,Cs6.4 Na1.6 Ga8 Ge38,33.955555555555556,67.2074074074074,944.074962962963,11.925925925925926,136.35555555555558,1.8037777777777777,1.8518518518518519,1.5555555555555556,8.518518518518519,11.925925925925926,3.5555555555555554,3.7037037037037037,33.569172839505185,0.26951851851851855,201.74074074074073
CsAg2AsS3,2.7,Cs1 Ag2 As1 S3,32.857142857142854,69.0,718.0757142857144,12.285714285714286,138.28571428571428,2.0814285714285714,1.5714285714285714,2.142857142857143,4.285714285714286,8.0,1.2857142857142858,1.7142857142857142,35.42294642857143,0.9437142857142857,150.71428571428572
CsAg2TeS6,2.04,Cs1 Ag2 Te1 S6,29.7,75.3,582.427,13.5,130.2,2.223,1.7,2.8,3.0,7.5,1.4,1.7,33.79095833333,1.3676,125.1
CsAg5Te3,0.65,Cs1 Ag5 Te3,49.55555555555556,66.66666666666667,960.4688888888891,11.555555555555555,153.66666666666666,1.8600000000000003,1.3333333333333333,1.3333333333333333,8.88888888888889,11.555555555555555,0.6666666666666666,1.3333333333333333,33.52277777776666,0.15466666666666667,201.11111111111111
CsAgSb4S7,2.04,Cs1 Ag1 Sb4 S7,32.15384615384615,78.92307692307692,605.396923076923,14.153846153846153,129.23076923076923,2.229230769230769,1.8461538461538463,3.076923076923077,3.8461538461538463,8.76923076923077,2.0,2.1538461538461537,33.75716346153846,1.1856923076923076,123.6923076923077
CsAu,2.3,Cs1 Au1,67.0,35.5,819.4599999999999,6.0,190.0,1.665,1.0,0.0,5.0,13.0,0.0,1.0,66.2325,0.0,227.0
CsB3O5,7.42,Cs1 B3 O5,12.222222222222221,72.88888888888889,846.6211111111111,13.333333333333334,91.77777777777777,2.678888888888889,1.8888888888888888,2.5555555555555554,0.0,4.444444444444445,2.7777777777777777,2.888888888888889,20.311944444444446,0.508,87.44444444444444
CsBi2,0.55,Cs1 Bi2,73.66666666666667,59.0,463.4633333333333,10.333333333333334,180.0,1.61,1.6666666666666667,2.0,6.666666666666667,19.666666666666668,2.0,2.3333333333333335,60.55500000000001,0.0,84.33333333333333
CsBi3Se5,0.43,Cs1 Bi3 Se5,52.666666666666664,78.66666666666667,489.4211111111111,14.0,143.11111111111111,2.177777777777778,1.8888888888888888,3.2222222222222223,8.88888888888889,18.666666666666668,2.111111111111111,2.2222222222222223,38.24611111111111,0.4438888888888889,37.22222222222222
CsBiS2,1.39,Cs1 Bi1 S2,42.5,66.75,405.6775,12.0,150.5,1.9925000000000002,1.75,2.75,2.5,10.5,1.75,2.0,50.0721875,1.101,95.25
CsBiSe2,1.07,Cs1 Bi1 Se2,51.5,67.25,458.4975,12.0,158.0,1.9775,1.75,2.75,7.5,15.5,1.75,2.0,50.13875,0.3995,67.25
CsCd4Ga5S12,3.09,Cs1 Cd4 Ga5 S12,27.0,77.77272727272727,402.42454545454547,13.909090909090908,122.27272727272727,2.161818181818182,1.9545454545454546,2.409090909090909,4.090909090909091,8.454545454545455,2.227272727272727,2.272727272727273,27.157954545454547,1.201090909090909,98.4090909090909
CsCd4Ga5Se12,2.21,Cs1 Cd4 Ga5 Se12,36.81818181818182,78.31818181818181,460.04636363636365,13.909090909090908,130.45454545454547,2.1454545454545455,1.9545454545454546,2.409090909090909,9.545454545454545,13.909090909090908,2.227272727272727,2.272727272727273,27.23056818181818,0.4358181818181819,67.86363636363636
CsCd4Ga5Te12,1.67,Cs1 Cd4 Ga5 Te12,46.63636363636363,78.86363636363636,584.77,13.909090909090908,140.27272727272728,1.9000000000000001,1.9545454545454546,2.409090909090909,9.545454545454545,13.909090909090908,2.227272727272727,2.272727272727273,32.05420454543636,0.2530909090909091,143.13636363636363
CsCd4In5Se12,1.62,Cs1 Cd4 In5 Se12,40.90909090909091,78.54545454545455,488.8736363636364,13.909090909090908,135.0,2.1386363636363637,1.9545454545454546,2.409090909090909,9.545454545454545,13.909090909090908,2.227272727272727,2.272727272727273,28.458409090909093,0.4358181818181819,84.9090909090909
CsCd4In5Te12,1.42,Cs1 Cd4 In5 Te12,50.72727272727273,79.0909090909091,613.5972727272728,13.909090909090908,144.8181818181818,1.8931818181818185,1.9545454545454546,2.409090909090909,9.545454545454545,13.909090909090908,2.227272727272727,2.272727272727273,33.28204545452727,0.2530909090909091,160.1818181818182
CsCdBO3,2.58,Cs1 Cd1 B1 O3,22.0,68.0,568.035,12.333333333333334,111.66666666666667,2.473333333333333,1.8333333333333333,2.1666666666666665,1.6666666666666667,5.666666666666667,1.8333333333333333,2.0,28.29125,0.254,104.16666666666667
CsCdInSe3,2.4,Cs1 Cd1 In1 Se3,42.333333333333336,69.5,467.9266666666667,12.333333333333334,148.33333333333334,1.985,1.8333333333333333,2.1666666666666665,8.333333333333334,12.333333333333334,1.8333333333333333,2.0,39.54666666666666,0.3995,100.66666666666667
CsCeCdSe3,2.4,Cs1 Ce1 Cd1 Se3,43.833333333333336,59.5,574.8016666666666,10.666666666666666,158.66666666666666,1.875,1.8333333333333333,2.0,6.833333333333333,10.833333333333334,1.0,4.833333333333333,41.71,0.3995,109.83333333333333
CsCeHgSe3,1.94,Cs1 Ce1 Hg1 Se3,49.166666666666664,59.666666666666664,514.8183333333333,10.666666666666666,156.66666666666666,1.9266666666666665,1.8333333333333333,2.0,6.833333333333333,13.166666666666666,1.0,4.833333333333333,42.66709770115,0.3995,105.16666666666667
CsCu(SbS2)2,1.7,Cs1 Cu1 Sb2 S4,31.25,73.875,627.5450000000001,13.25,134.25,2.13875,1.75,2.75,3.75,8.25,1.75,2.0,36.6378125,1.101,133.25
CsCu2AsS3,2.3,Cs1 Cu2 As1 S3,27.714285714285715,68.71428571428571,753.1728571428572,12.285714285714286,134.57142857142858,2.072857142857143,1.5714285714285714,2.142857142857143,4.285714285714286,8.0,1.2857142857142858,1.7142857142857142,33.92008928571429,0.9437142857142857,150.71428571428572
CsCu2SbS3,1.63,Cs1 Cu2 Sb1 S3,30.285714285714285,68.85714285714286,726.5699999999999,12.285714285714286,137.42857142857142,2.0542857142857143,1.5714285714285714,2.142857142857143,4.285714285714286,8.0,1.2857142857142858,1.7142857142857142,35.260803571428575,0.9437142857142857,150.71428571428572
CsDy9(Cd2Se9)2,1.99,Cs1 Dy9 Cd4 Se18,45.40625,67.6875,835.4834375,11.375,147.125,2.0134375,1.96875,2.25,6.875,13.90625,1.125,2.28125,29.42078125,0.44943750000000005,93.84375
CsEr9(Cd2Se9)2,2.09,Cs1 Er9 Cd4 Se18,45.96875,68.8125,859.3896875,11.375,146.28125,2.0190625,1.96875,2.25,6.875,14.46875,1.125,1.71875,29.2365625,0.44943750000000005,93.84375
CsErZnSe3,2.56,Cs1 Er1 Zn1 Se3,42.5,62.666666666666664,707.7116666666667,10.666666666666666,152.5,1.8883333333333334,1.8333333333333333,2.0,6.666666666666667,12.5,1.0,1.5,39.678333333333335,0.3995,109.83333333333333
CsF,10.0,Cs1 F1,32.0,49.0,177.545,9.0,150.5,2.385,1.5,2.5,0.0,4.0,0.5,1.0,62.73625,0.985,122.0
CsGa(SnSe3)2,1.87,Cs1 Ga1 Sn2 Se6,39.0,77.3,457.866,13.8,136.4,2.182,1.9,2.9,9.0,13.8,2.5,2.6,35.67125,0.47940000000000005,65.9
CsGaS3,3.0,Cs1 Ga1 S3,26.8,68.6,353.916,12.4,136.2,2.068,1.8,2.6,2.0,6.4,2.2,2.4,42.396625,1.3212,100.6
CsGaSnSe4,1.97,Cs1 Ga1 Sn1 Se4,38.857142857142854,73.57142857142857,440.79714285714283,13.142857142857142,140.71428571428572,2.1085714285714285,1.8571428571428572,2.7142857142857144,8.571428571428571,13.142857142857142,2.4285714285714284,2.5714285714285716,38.79821428571428,0.4565714285714286,70.0
CsGdZnTe3,2.13,Cs1 Gd1 Zn1 Te3,50.833333333333336,61.833333333333336,791.375,10.666666666666666,162.66666666666666,1.656666666666667,1.8333333333333333,2.0,6.833333333333333,11.833333333333334,1.0,3.8333333333333335,44.344166666650004,0.232,178.83333333333334
CsGe5BO12,4.89,Cs1 Ge5 B1 O12,16.63157894736842,79.78947368421052,492.8521052631579,14.526315789473685,90.52631578947368,2.8505263157894736,1.9473684210526316,3.1052631578947367,2.6315789473684212,7.684210526315789,2.5789473684210527,2.6315789473684212,18.274868421052634,0.181,87.57894736842105
CsGeB3O7,5.76,Cs1 Ge1 B3 O7,13.166666666666666,75.75,745.0491666666667,13.833333333333334,89.83333333333333,2.75,1.9166666666666667,2.75,0.8333333333333334,5.5,2.75,2.8333333333333335,18.66854166666667,0.41291666666666665,86.33333333333333
CsGeI3,1.6,Cs1 Ge1 I3,49.2,74.4,534.708,13.2,156.2,2.156,1.8,3.4,8.0,13.2,1.4,1.6,53.56300000000001,0.7138,129.2
CsH3(SeO3)2,4.77,Cs1 H3 Se2 O6,14.5,81.75,138.3683333333333,11.0,81.08333333333333,2.7608333333333337,1.6666666666666667,2.6666666666666665,1.6666666666666667,6.0,1.3333333333333333,1.6666666666666667,20.173333333333336,2.0964166666666664,75.91666666666667
CsHo9(Cd2Se9)2,2.06,Cs1 Ho9 Cd4 Se18,45.6875,68.25,852.9209375,11.375,147.125,2.01625,1.96875,2.25,6.875,14.1875,1.125,2.0,29.278281249990627,0.44943750000000005,93.84375
CsIn(SnSe3)2,1.78,Cs1 In1 Sn2 Se6,40.8,77.4,470.55,13.8,138.4,2.179,1.9,2.9,9.0,13.8,2.5,2.6,36.2115,0.47940000000000005,73.4
CsInGeSe4,2.32,Cs1 In1 Ge1 Se4,38.857142857142854,73.57142857142857,559.8199999999999,13.142857142857142,140.85714285714286,2.111428571428571,1.8571428571428572,2.7142857142857144,8.571428571428571,13.142857142857142,2.4285714285714284,2.5714285714285716,38.10142857142858,0.5112857142857143,92.71428571428571
CsInHgS3,2.3,Cs1 In1 Hg1 S3,38.666666666666664,69.16666666666667,355.1233333333333,12.333333333333334,138.83333333333334,2.0516666666666667,1.8333333333333333,2.1666666666666665,3.3333333333333335,9.666666666666666,1.8333333333333333,2.0,40.43720186781667,1.101,124.0
CsInS2,3.4,Cs1 In1 S2,34.0,64.0,377.015,11.5,149.0,1.9325,1.75,2.25,2.5,6.5,2.25,2.5,47.8996875,1.101,127.0
CsInSe2,2.81,Cs1 In1 Se2,43.0,64.5,429.835,11.5,156.5,1.9175,1.75,2.25,7.5,11.5,2.25,2.5,47.96625,0.3995,99.0
CsInSnS4,2.9,Cs1 In1 Sn1 S4,31.142857142857142,73.14285714285714,398.5514285714285,13.142857142857142,135.0,2.1214285714285714,1.8571428571428572,2.7142857142857144,2.857142857142857,7.428571428571429,2.4285714285714284,2.5714285714285716,39.49392857142857,1.2582857142857142,112.71428571428571
CsInTe2,2.16,Cs1 In1 Te2,52.0,65.0,544.165,11.5,165.5,1.6925000000000001,1.75,2.25,7.5,11.5,2.25,2.5,52.38791666665,0.232,168.0
CsInTe3O8,3.9,Cs1 In1 Te3 O8,24.923076923076923,80.46153846153847,256.7476923076923,14.615384615384615,102.15384615384616,2.7992307692307694,1.9230769230769231,3.4615384615384617,3.076923076923077,8.461538461538462,2.076923076923077,2.1538461538461537,24.396538461530774,0.10707692307692308,70.76923076923077
CsK(PSe4)2,2.36,Cs1 K1 P2 Se8,31.333333333333332,73.83333333333333,435.39333333333326,13.333333333333334,135.08333333333334,2.1991666666666667,1.8333333333333333,3.1666666666666665,6.666666666666667,11.666666666666666,1.8333333333333333,2.0,36.78101190475834,0.8035,47.833333333333336
CsLaHgSe3,2.46,Cs1 La1 Hg1 Se3,49.0,59.333333333333336,535.1516666666666,10.666666666666666,157.16666666666666,1.9233333333333331,1.8333333333333333,2.0,6.833333333333333,13.0,1.0,2.6666666666666665,42.61001436781667,0.3995,105.16666666666667
CsLi(B3O5)2,6.89,Cs1 Li1 B6 O10,9.333333333333334,72.66666666666667,855.0711111111111,13.333333333333334,85.33333333333333,2.6894444444444443,1.8888888888888888,2.5555555555555554,0.0,4.444444444444445,2.7777777777777777,2.888888888888889,14.802407407405557,0.508,87.44444444444444
CsLiCO3,6.19,Cs1 Li1 C1 O3,14.666666666666666,57.333333333333336,790.4466666666666,10.666666666666666,107.66666666666667,2.44,1.6666666666666667,2.3333333333333335,0.0,4.0,1.6666666666666667,2.0,27.552222222216667,0.7493333333333334,114.66666666666667
CsLu7S11,1.86,Cs1 Lu7 S11,38.31578947368421,66.3157894736842,953.9763157894737,10.421052631578947,142.52631578947367,2.0031578947368422,1.9473684210526316,2.3157894736842106,0.3684210526315789,9.789473684210526,1.1578947368421053,4.526315789473684,31.656611842105264,1.274842105263158,124.05263157894737
CsLu7Se11,1.78,Cs1 Lu7 Se11,48.73684210526316,66.89473684210526,1015.1363157894737,10.421052631578947,151.21052631578948,1.9857894736842103,1.9473684210526316,2.3157894736842106,6.157894736842105,15.578947368421053,1.1578947368421053,4.526315789473684,31.73368421052632,0.46257894736842103,91.63157894736842
CsMn4Ga5Te12,1.55,Cs1 Mn4 Ga5 Te12,42.45454545454545,75.5909090909091,752.9118181818183,13.0,139.36363636363637,1.8745454545454547,1.9545454545454546,2.409090909090909,8.636363636363637,13.0,2.227272727272727,3.1818181818181817,30.416492946690905,0.2530909090909091,147.3181818181818
CsMn4In5Se12,1.79,Cs1 Mn4 In5 Se12,36.72727272727273,75.27272727272727,657.0154545454545,13.0,134.0909090909091,2.113181818181818,1.9545454545454546,2.409090909090909,8.636363636363637,13.0,2.227272727272727,3.1818181818181817,26.82069749216364,0.4358181818181819,89.0909090909091
CsMn4In5Te12,1.48,Cs1 Mn4 In5 Te12,46.54545454545455,75.81818181818181,781.739090909091,13.0,143.9090909090909,1.867727272727273,1.9545454545454546,2.409090909090909,8.636363636363637,13.0,2.227272727272727,3.1818181818181817,31.644333855781817,0.2530909090909091,164.36363636363637
CsNa2Sb,0.8,Cs1 Na2 Sb1,32.0,23.5,486.7775,4.5,178.75,1.175,1.25,0.75,2.5,4.5,0.75,1.5,51.45291666665,0.0,213.25
CsNa8(B7O12)3,4.67,Cs1 Na8 B21 O36,8.121212121212121,70.68181818181819,826.5053030303031,13.0,86.54545454545455,2.6501515151515154,1.8636363636363635,2.5,0.0,4.363636363636363,2.6818181818181817,2.8181818181818183,12.547184343430303,0.4849090909090909,90.5909090909091
CsNbSe2O7,4.2,Cs1 Nb1 Se2 O7,20.0,76.27272727272727,402.1081818181819,13.636363636363637,100.9090909090909,2.87,1.8181818181818181,3.272727272727273,2.1818181818181817,7.2727272727272725,1.6363636363636365,2.3636363636363638,22.683636363636364,0.14527272727272728,51.81818181818182
CsPPbO4,4.39,Cs1 P1 Pb1 O4,26.285714285714285,73.85714285714286,205.52857142857144,13.428571428571429,108.71428571428571,2.724285714285714,1.8571428571428572,3.0,1.4285714285714286,8.285714285714286,2.142857142857143,2.2857142857142856,28.98074829931429,0.23214285714285715,72.0
CsPSe4,2.44,Cs1 P1 Se4,34.333333333333336,74.0,432.4816666666666,13.333333333333334,138.5,2.1966666666666668,1.8333333333333333,3.1666666666666665,6.666666666666667,11.666666666666666,1.8333333333333333,2.0,40.33587301586667,0.8035,47.833333333333336
CsPSe6,1.9,Cs1 P1 Se6,34.25,77.75,447.86125,14.0,133.875,2.2849999999999997,1.875,3.375,7.5,12.75,1.875,2.0,36.7319047619,0.8023750000000001,39.375
CsRb(PSe4)2,2.41,Cs1 Rb1 P2 Se8,32.833333333333336,73.91666666666667,433.3875,13.333333333333334,136.5,2.1991666666666667,1.8333333333333333,3.1666666666666665,6.666666666666667,11.666666666666666,1.8333333333333333,2.0,38.24899801586667,0.8035,47.833333333333336
CsRb2Sb,1.5,Cs1 Rb2 Sb1,45.0,24.5,457.5725,4.5,205.75,1.1199999999999999,1.25,0.75,2.5,4.5,0.75,1.5,82.1925,0.0,213.25
CsSb(SO4)2,4.68,Cs1 Sb1 S2 O8,16.833333333333332,80.16666666666667,201.70749999999998,14.666666666666666,93.41666666666667,2.9599999999999995,1.9166666666666667,3.5833333333333335,0.8333333333333334,6.333333333333333,1.9166666666666667,2.0,22.644895833333333,0.367,52.583333333333336
CsSbS2,2.8,Cs1 Sb1 S2,34.5,66.5,495.5225,12.0,148.25,2.0,1.75,2.75,2.5,7.0,1.75,2.0,49.724687499999995,1.101,133.75
CsSbSe2,1.7,Cs1 Sb1 Se2,43.5,67.0,548.3425,12.0,155.75,1.9849999999999999,1.75,2.75,7.5,12.0,1.75,2.0,49.79125,0.3995,105.75
CsSbTe2,0.43,Cs1 Sb1 Te2,52.5,67.5,662.6724999999999,12.0,164.75,1.76,1.75,2.75,7.5,12.0,1.75,2.0,54.212916666649996,0.232,174.75
CsSc(SeO3)2,5.2,Cs1 Sc1 Se2 O6,19.2,71.6,343.23900000000003,13.2,105.0,2.789,1.9,3.2,2.1,7.2,1.6,2.6,24.447,0.1598,52.3
CsSmCdSe3,2.45,Cs1 Sm1 Cd1 Se3,44.5,60.833333333333336,620.4683333333334,10.666666666666666,157.66666666666666,1.883333333333333,1.8333333333333333,2.0,6.666666666666667,11.5,1.0,2.5,41.041666666666664,0.3995,105.16666666666667
CsSmHgSe3,2.37,Cs1 Sm1 Hg1 Se3,49.833333333333336,61.0,560.485,10.666666666666666,155.66666666666666,1.9349999999999998,1.8333333333333333,2.0,6.666666666666667,13.833333333333334,1.0,2.5,41.99876436781667,0.3995,100.5
CsTa3(SeO6)2,3.88,Cs1 Ta3 Se2 O12,24.333333333333332,76.16666666666667,656.5105555555556,13.333333333333334,99.22222222222223,2.8705555555555557,1.9444444444444444,3.111111111111111,1.6111111111111112,9.0,1.5555555555555556,2.7777777777777777,18.40138888888889,0.08877777777777779,60.44444444444444
CsTaPSe6,2.29,Cs1 Ta1 P1 Se6,38.55555555555556,74.44444444444444,763.6544444444445,13.0,137.88888888888889,2.197777777777778,1.8888888888888888,3.0,7.0,13.444444444444445,1.6666666666666667,2.5555555555555554,34.66391534391111,0.7132222222222223,60.44444444444444
CsTb9(Cd2Se9)2,1.95,Cs1 Tb9 Cd4 Se18,45.125,67.125,819.7334375,11.375,147.6875,2.010625,1.96875,2.25,6.875,13.625,1.125,2.5625,29.560468750009377,0.44943750000000005,93.84375
CsTbZnTe3,2.12,Cs1 Tb1 Zn1 Te3,51.0,62.166666666666664,798.5416666666666,10.666666666666666,162.33333333333334,1.6583333333333334,1.8333333333333333,2.0,6.666666666666667,12.0,1.0,2.0,44.291944444433334,0.232,178.83333333333334
CsTm9(Cd2Se9)2,2.16,Cs1 Tm9 Cd4 Se18,46.25,69.375,872.8896875,11.375,146.5625,2.0218749999999996,1.96875,2.25,6.875,14.75,1.125,1.4375,29.01015625,0.44943750000000005,93.84375
CsYCdSe3,2.54,Cs1 Y1 Cd1 Se3,40.666666666666664,59.0,696.1350000000001,10.666666666666666,156.33333333333334,1.8916666666666666,1.8333333333333333,2.0,6.833333333333333,10.666666666666666,1.0,2.6666666666666665,40.8975,0.3995,109.83333333333333
CsYHgSe3,2.54,Cs1 Y1 Hg1 Se3,46.0,59.166666666666664,636.1516666666668,10.666666666666666,154.33333333333334,1.9433333333333334,1.8333333333333333,2.0,6.833333333333333,13.0,1.0,2.6666666666666665,41.85459770115,0.3995,105.16666666666667
CsYTe3O8,3.4,Cs1 Y1 Te3 O8,24.153846153846153,75.61538461538461,362.07461538461536,13.846153846153847,105.84615384615384,2.756153846153846,1.9230769230769231,3.3846153846153846,2.3846153846153846,7.6923076923076925,1.6923076923076923,2.4615384615384617,25.019999999992304,0.10707692307692308,75.0
CsYbCoSe3,0.95,Cs1 Yb1 Co1 Se3,42.333333333333336,61.5,773.9316666666667,10.166666666666666,152.83333333333334,1.9299999999999997,1.8333333333333333,2.0,6.166666666666667,12.333333333333334,1.0,1.6666666666666667,39.64833333333333,0.3995,115.0
CsYbMnSe3,1.59,Cs1 Yb1 Mn1 Se3,42.0,60.5,732.4316666666667,9.833333333333334,155.0,1.875,1.8333333333333333,2.0,5.833333333333333,12.0,1.0,2.0,39.68876436781667,0.3995,118.83333333333333
CsZn2B3O7,5.69,Cs1 Zn2 B3 O7,14.307692307692308,74.46153846153847,701.1192307692309,13.538461538461538,92.46153846153847,2.6376923076923076,1.9230769230769231,2.3846153846153846,1.5384615384615385,5.846153846153846,2.230769230769231,2.3076923076923075,17.610576923076923,0.3516923076923077,92.23076923076923
CsZn4In5Se12,1.61,Cs1 Zn4 In5 Se12,37.63636363636363,78.36363636363636,506.7754545454545,13.909090909090908,131.0,2.1313636363636363,1.9545454545454546,2.409090909090909,9.545454545454545,13.909090909090908,2.227272727272727,2.272727272727273,27.452045454545456,0.4358181818181819,84.9090909090909
CsZn4In5Te12,1.61,Cs1 Zn4 In5 Te12,47.45454545454545,78.9090909090909,631.4990909090909,13.909090909090908,140.8181818181818,1.885909090909091,1.9545454545454546,2.409090909090909,9.545454545454545,13.909090909090908,2.227272727272727,2.272727272727273,32.27568181816363,0.2530909090909091,160.1818181818182
CsZrPSe6,2.0,Cs1 Zr1 P1 Se6,34.888888888888886,74.0,634.5433333333334,12.88888888888889,138.44444444444446,2.178888888888889,1.8888888888888888,3.0,6.888888888888889,11.777777777777779,1.6666666666666667,2.6666666666666665,35.227804232800004,0.7132222222222223,56.55555555555556
Cu0.5Ge1Pb1.75S4,1.48,Cu0.5 Ge1 Pb1.75 S4,35.03448275862069,83.41379310344827,619.9713793103448,14.89655172413793,118.82758620689656,2.394137931034483,1.9310344827586208,2.9655172413793105,4.482758620689655,12.758620689655173,2.6206896551724137,2.689655172413793,24.94896551724138,1.2677241379310344,139.48275862068965
Cu0.96Bi2Se3I1,0.68,Cu0.96 Bi2 Se3 I1,50.12068965517242,85.69540229885058,612.2283333333334,15.166666666666668,132.43103448275863,2.3238505747126434,1.8620689655172415,3.3045977011494254,10.0,19.189655172413794,1.867816091954023,2.005747126436782,28.348017241379313,0.49698275862068975,49.71264367816092
Cu1.8S1,2.3,Cu1.8 S1,24.35714285714286,72.57142857142857,1011.5521428571429,12.785714285714285,122.35714285714288,2.142857142857143,1.3571428571428572,1.4285714285714286,6.428571428571429,9.214285714285715,0.7142857142857143,1.3571428571428572,16.326026785714287,0.7864285714285715,169.64285714285717
Cu2GeS3,0.53,Cu2 Ge1 S3,23.0,78.5,848.6700000000001,14.0,116.5,2.2583333333333333,1.6666666666666667,2.3333333333333335,5.0,9.0,1.6666666666666667,2.0,20.417604166666667,1.1648333333333334,147.5
Cu2O,2.58,Cu2 O1,22.0,71.66666666666667,923.4466666666667,12.666666666666666,110.0,2.4133333333333336,1.3333333333333333,1.3333333333333333,6.666666666666667,9.333333333333334,0.6666666666666666,1.3333333333333333,10.415000000000001,0.0,154.0
Cu2Te3O8,2.64,Cu2 Te3 O8,21.384615384615383,84.15384615384616,409.3784615384615,15.23076923076923,92.76923076923077,2.8938461538461544,1.8461538461538463,3.3846153846153846,3.8461538461538463,9.076923076923077,1.6923076923076923,1.8461538461538463,15.328461538453846,0.10707692307692308,77.07692307692308
Cu2WSe4,1.65,Cu2 W1 Se4,38.285714285714285,76.42857142857143,1198.077142857143,13.142857142857142,129.42857142857142,2.337142857142857,1.7142857142857142,2.2857142857142856,9.142857142857142,15.142857142857142,1.1428571428571428,2.2857142857142856,20.267142857142858,0.4565714285714286,105.0
Cu3Bi6S10I,0.72,Cu3 Bi6 S10 I1,39.9,84.2,580.508,15.0,123.65,2.314,1.85,3.15,5.0,14.2,1.95,2.1,26.589687500000004,1.1541000000000001,75.55
Cu3Hg2(Te3O8)2,2.56,Cu3 Hg2 Te6 O16,25.444444444444443,83.92592592592592,361.2855555555555,15.148148148148149,94.22222222222223,2.8644444444444446,1.8888888888888888,3.259259259259259,4.074074074074074,10.25925925925926,1.6296296296296295,1.7407407407407407,16.220191570874075,0.10311111111111113,78.18518518518519
Cu3SbSe4,0.31,Cu3 Sb1 Se4,34.25,79.125,869.13625,14.0,126.875,2.24375,1.625,2.375,10.0,14.0,1.375,1.75,21.05625,0.3995,112.125
